species,body_mass_kg,trophic_guild,probability_extinction
Gymnobelideus leadbeateri,0,omnivore,0.91
Aethomys ineptus,0,herbivore,0.26
Fukomys kafuensis,0,herbivore,0.53
Rattus novaeguineae,0,herbivore,0.27
Syntheosciurus brochus,0,herbivore,0.42
Galagoides orinus,0,insectivore,0.35
Ctenomys talarum,0,herbivore,0.26
Marmosa alstoni,0,insectivore,0.26
Sigmodon leucotis,0,omnivore,0.26
Ochotona curzoniae,0,herbivore,0.27
Rattus elaphinus,0,herbivore,0.40
Bunomys prolatus,0,insectivore,0.75
Rattus korinchi,0,herbivore,0.44
Amphinectomys savamis,0,herbivore,0.44
Pteropus personatus,0,herbivore,0.22
Sigmodon hirsutus,0,omnivore,0.25
Bunomys fratrorum,0,insectivore,0.54
Xenomys nelsoni,0,herbivore,0.74
Calyptophractus retusus,0,insectivore,0.42
Maxomys dollmani,0,herbivore,0.44
Rattus tiomanicus,0,herbivore,0.26
Aconaemys fuscus,0,herbivore,0.26
Dremomys everetti,0,herbivore,0.25
Mogera tokudae,0,insectivore,0.39
Parotomys brantsii,0,herbivore,0.26
Ochotona collaris,0,herbivore,0.26
Epomophorus gambianus,0,herbivore,0.24
Mesomys occultus,0,herbivore,0.25
Glis glis,0,herbivore,0.26
Arvicanthis blicki,0,herbivore,0.39
Ochotona dauurica,0,herbivore,0.26
Dasymys incomtus,0,herbivore,0.26
Sigmodon peruanus,0,omnivore,0.27
Rattus fuscipes,0,herbivore,0.26
Otomys cuanzensis,0,herbivore,0.26
Gerbilliscus phillipsi,0,herbivore,0.26
Parotomys littledalei,0,herbivore,0.26
Murexia longicaudata,0,insectivore,0.25
Macroderma gigas,0,carnivore,0.48
Ammospermophilus harrisii,0,herbivore,0.26
Mastacomys fuscus,0,herbivore,0.40
Thomomys umbrinus,0,herbivore,0.26
Meriones rex,0,herbivore,0.26
Funambulus pennantii,0,herbivore,0.25
Ochotona forresti,0,herbivore,0.26
Bunomys andrewsi,0,insectivore,0.26
Dipodomys spectabilis,0,herbivore,0.39
Thallomys nigricauda,0,herbivore,0.26
Paradipus ctenodactylus,0,herbivore,0.25
Octomys mimax,0,herbivore,0.26
Phascolosorex dorsalis,0,insectivore,0.26
Zyzomys palatalis,0,herbivore,0.92
Gerbilliscus nigricaudus,0,herbivore,0.27
Dipodomys ingens,0,herbivore,0.75
Pteropus woodfordi,0,herbivore,0.22
Rhynchomys isarogensis,0,insectivore,0.53
Epomops dobsonii,0,herbivore,0.24
Paulamys naso,0,omnivore,0.75
Sigmodon ochrognathus,0,omnivore,0.27
Ochotona nubrica,0,herbivore,0.26
Margaretamys elegans,0,herbivore,0.39
Gerbilliscus validus,0,herbivore,0.26
Petaurus breviceps,0,omnivore,0.24
Plerotes anchietae,0,herbivore,0.43
Pelomys fallax,0,herbivore,0.26
Holochilus sciureus,0,herbivore,0.26
Sooretamys angouya,0,herbivore,0.27
Rattus ranjiniae,0,herbivore,0.75
Bunomys coelestis,0,insectivore,0.75
Sigmodon mascotensis,0,omnivore,0.26
Meriones tamariscinus,0,herbivore,0.26
Ochotona hyperborea,0,herbivore,0.26
Arvicola amphibius,0,herbivore,0.26
Otomys denti,0,herbivore,0.25
Microsciurus mimulus,0,herbivore,0.24
Mustela erminea,0,carnivore,0.26
Platacanthomys lasiurus,0,herbivore,0.53
Epomops franqueti,0,herbivore,0.24
Marmosa regina,0,insectivore,0.25
Ichthyomys tweedii,0,insectivore,0.44
Gerbilliscus inclusus,0,herbivore,0.27
Ellobius lutescens,0,herbivore,0.26
Ctenomys lewisi,0,herbivore,0.26
Mammelomys lanosus,0,herbivore,0.26
Paraxerus poensis,0,herbivore,0.25
Harpyionycteris celebensis,0,herbivore,0.52
Allactaga williamsi,0,herbivore,0.27
Dasymys foxi,0,herbivore,0.44
Kunsia tomentosus,0,herbivore,0.25
Allocricetulus eversmanni,0,herbivore,0.25
Hipposideros gigas,0,insectivore,0.20
Mogera etigo,0,insectivore,0.74
Chrotomys silaceus,0,herbivore,0.26
Psammomys vexillaris,0,herbivore,0.44
Thomomys bottae,0,herbivore,0.26
Eliomys quercinus,0,omnivore,0.40
Thomasomys bombycinus,0,herbivore,0.54
Tarsius syrichta,0,insectivore,0.33
Otomys barbouri,0,herbivore,0.75
Otomys burtoni,0,herbivore,0.75
Otomys lacustris,0,herbivore,0.55
Otomys anchietae,0,herbivore,0.26
Otomys angoniensis,0,herbivore,0.26
Otomys irroratus,0,herbivore,0.26
Tarsius bancanus,0,insectivore,0.48
Sundasciurus brookei,0,herbivore,0.25
Glironia venusta,0,omnivore,0.25
Podogymnura truei,0,insectivore,0.25
Carterodon sulcidens,0,herbivore,0.45
Aconaemys porteri,0,herbivore,0.44
Petinomys crinitus,0,herbivore,0.25
Zyzomys woodwardi,0,herbivore,0.25
Lenomys meyeri,0,herbivore,0.25
Monodelphis iheringi,0,omnivore,0.44
Monodelphis osgoodi,0,omnivore,0.26
Funisciurus congicus,0,herbivore,0.25
Pogonomelomys mayeri,0,herbivore,0.26
Tupaia gracilis,0,insectivore,0.25
Tamias striatus,0,herbivore,0.26
Meriones tristrami,0,herbivore,0.26
Ammospermophilus interpres,0,herbivore,0.27
Bunomys chrysocomus,0,insectivore,0.26
Mylomys rex,0,herbivore,0.44
Mylomys dybowskii,0,herbivore,0.27
Megadontomys thomasi,0,herbivore,0.76
Sigmodon hispidus,0,omnivore,0.26
Tarsius dentatus,0,insectivore,0.50
Rattus hainaldi,0,herbivore,0.75
Spalacopus cyanus,0,herbivore,0.26
Dasyuroides byrnei,0,carnivore,0.54
Funisciurus isabella,0,herbivore,0.25
Nesokia bunnii,0,herbivore,0.75
Micropotamogale ruwenzorii,0,insectivore,0.25
Otomys tropicalis,0,herbivore,0.25
Petinomys genibarbis,0,herbivore,0.52
Melomys caurinus,0,herbivore,0.75
Chrysospalax villosus,0,insectivore,0.51
Pithecheir melanurus,0,herbivore,0.54
Mesomys leniceps,0,herbivore,0.44
Mesomys stimulax,0,herbivore,0.26
Rattus mollicomulus,0,herbivore,0.25
Otomys typus,0,herbivore,0.26
Dacnomys millardi,0,herbivore,0.44
Rattus baluensis,0,herbivore,0.25
Diomys crumpi,0,herbivore,0.45
Dipodomys deserti,0,herbivore,0.26
Eliomys munbyanus,0,omnivore,0.26
Otomys sloggetti,0,herbivore,0.27
Pithecheirops otion,0,herbivore,0.44
Sommeromys macrorhinos,0,herbivore,0.44
Pithecheir parvus,0,herbivore,0.44
Rattus lutreolus,0,herbivore,0.26
Dipodomys elator,0,herbivore,0.55
Chiruromys forbesi,0,herbivore,0.27
Mesocricetus auratus,0,herbivore,0.54
Mesocricetus raddei,0,herbivore,0.26
Tupaia javanica,0,insectivore,0.25
Thomomys talpoides,0,herbivore,0.27
Rattus losea,0,herbivore,0.26
Ochotona thomasi,0,herbivore,0.26
Paraxerus ochraceus,0,herbivore,0.25
Melomys leucogaster,0,herbivore,0.26
Nyctimene major,0,herbivore,0.24
Arvicanthis nairobae,0,herbivore,0.26
Ammospermophilus leucurus,0,herbivore,0.26
Aethomys hindei,0,herbivore,0.26
Allactaga firouzi,0,herbivore,0.44
Hylopetes spadiceus,0,herbivore,0.24
Niviventer tenaster,0,herbivore,0.26
Rousettus lanosus,0,herbivore,0.24
Hemicentetes nigriceps,0,insectivore,0.26
Cardiocranius paradoxus,0,herbivore,0.44
Gerbilliscus guineae,0,herbivore,0.27
Otomys unisulcatus,0,herbivore,0.26
Arvicanthis ansorgei,0,herbivore,0.26
Srilankamys ohiensis,0,herbivore,0.55
Graomys domorum,0,herbivore,0.26
Niviventer excelsior,0,herbivore,0.26
Thomomys clusius,0,herbivore,0.26
Thomomys idahoensis,0,herbivore,0.26
Gerbilliscus kempi,0,herbivore,0.26
Eliomys melanurus,0,omnivore,0.26
Dasymys nudipes,0,herbivore,0.44
Rattus nitidus,0,herbivore,0.27
Zyzomys pedunculatus,0,herbivore,0.93
Eliurus penicillatus,0,herbivore,0.74
Eliurus ellermani,0,herbivore,0.45
Meriones persicus,0,herbivore,0.26
Eliurus majori,0,herbivore,0.26
Niviventer niviventer,0,herbivore,0.26
Idiurus zenkeri,0,herbivore,0.25
Microsciurus santanderensis,0,herbivore,0.42
Dasycercus cristicauda,0,carnivore,0.39
Nesoryzomys swarthi,0,herbivore,0.54
Hipposideros commersoni,0,insectivore,0.33
Galagoides thomasi,0,insectivore,0.24
Maxomys hylomyoides,0,herbivore,0.45
Molossus pretiosus,0,insectivore,0.25
Mesocricetus newtoni,0,herbivore,0.39
Allactaga sibirica,0,insectivore,0.26
Gymnuromys roberti,0,herbivore,0.26
Arvicola scherman,0,herbivore,0.26
Melomys aerosus,0,herbivore,0.74
Niviventer brahma,0,herbivore,0.25
Rattus verecundus,0,herbivore,0.27
Mogera wogura,0,insectivore,0.26
Mogera robusta,0,insectivore,0.26
Aconaemys sagei,0,herbivore,0.45
Meriones grandis,0,herbivore,0.26
Melomys talaudium,0,herbivore,0.75
Marmosa demerarae,0,insectivore,0.25
Gerbilliscus robustus,0,herbivore,0.27
Arvicanthis niloticus,0,herbivore,0.26
Malacomys longipes,0,omnivore,0.27
Pogonomys loriae,0,herbivore,0.26
Melomys fulgens,0,herbivore,0.45
Epomophorus crypturus,0,herbivore,0.25
Pogonomys fergussoniensis,0,herbivore,0.74
Pseudomys oralis,0,herbivore,0.55
Thallomys shortridgei,0,herbivore,0.45
Otomys occidentalis,0,herbivore,0.55
Zyzomys maini,0,herbivore,0.55
Ototylomys phyllotis,0,herbivore,0.26
Fukomys bocagei,0,herbivore,0.25
Phaenomys ferrugineus,0,herbivore,0.76
Brachyuromys betsileoensis,0,herbivore,0.26
Chionomys roberti,0,herbivore,0.26
Chionomys gud,0,herbivore,0.25
Monodelphis domestica,0,omnivore,0.26
Heteromys oasicus,0,herbivore,0.74
Heteromys teleus,0,herbivore,0.53
Millardia kathleenae,0,herbivore,0.26
Rattus osgoodi,0,herbivore,0.26
Microtus xanthognathus,0,herbivore,0.26
Talpa romana,0,insectivore,0.25
Rousettus spinalatus,0,herbivore,0.51
Brachyuromys ramirohitra,0,herbivore,0.26
Gerbilliscus afra,0,herbivore,0.26
Ctenomys rionegrensis,0,herbivore,0.74
Ctenomys minutus,0,herbivore,0.44
Microsciurus flaviventer,0,herbivore,0.25
Tateomys macrocercus,0,insectivore,0.45
Epomophorus wahlbergi,0,herbivore,0.25
Dendroprionomys rousseloti,0,herbivore,0.44
Scutisorex somereni,0,carnivore,0.26
Meriones libycus,0,herbivore,0.26
Petaurus biacensis,0,omnivore,0.24
Palawanomys furvus,0,herbivore,0.26
Meriones shawi,0,herbivore,0.26
Scaptochirus moschatus,0,insectivore,0.26
Meriones arimalius,0,herbivore,0.26
Paramelomys mollis,0,herbivore,0.27
Sundasciurus fraterculus,0,herbivore,0.52
Maxomys inas,0,herbivore,0.27
Aethomys kaiseri,0,herbivore,0.26
Talpa levantis,0,insectivore,0.26
Talpa caucasica,0,insectivore,0.26
Marmosa constantiae,0,insectivore,0.26
Desmomys yaldeni,0,herbivore,0.54
Rhipidomys venezuelae,0,herbivore,0.26
Delomys sublineatus,0,herbivore,0.25
Desmomys harringtoni,0,herbivore,0.25
Eliurus tanala,0,herbivore,0.25
Oenomys hypoxanthus,0,herbivore,0.27
Arvicanthis rufinus,0,herbivore,0.26
Gerbilliscus brantsii,0,herbivore,0.26
Hylopetes sipora,0,herbivore,0.71
Phyllotis definitus,0,herbivore,0.75
Rhipidomys caucensis,0,herbivore,0.45
Rhipidomys ochrogaster,0,herbivore,0.44
Rhipidomys venustus,0,herbivore,0.27
Rhipidomys fulviventer,0,herbivore,0.26
Rhipidomys couesi,0,herbivore,0.26
Dipus sagitta,0,herbivore,0.26
Rhipidomys wetzeli,0,herbivore,0.26
Rhipidomys austrinus,0,herbivore,0.26
Rhipidomys nitela,0,herbivore,0.25
Maxomys bartelsii,0,herbivore,0.26
Epomophorus angolensis,0,herbivore,0.38
Thomasomys aureus,0,herbivore,0.26
Dipodomys nelsoni,0,herbivore,0.25
Crocidura goliath,0,omnivore,0.26
Talpa europaea,0,insectivore,0.26
Rhipidomys mastacalis,0,herbivore,0.26
Microsciurus alfari,0,herbivore,0.24
Phyllostomus hastatus,0,omnivore,0.22
Scalopus aquaticus,0,insectivore,0.26
Mystromys albicaudatus,0,herbivore,0.54
Melomys bougainville,0,herbivore,0.45
Melomys cooperae,0,herbivore,0.45
Melomys howi,0,herbivore,0.45
Stenocephalemys griseicauda,0,insectivore,0.26
Paramelomys platyops,0,herbivore,0.26
Fukomys anselli,0,herbivore,0.39
Oenomys ornatus,0,herbivore,0.44
Nyctimene aello,0,herbivore,0.24
Paramelomys gressitti,0,herbivore,0.75
Microtus richardsoni,0,herbivore,0.27
Talpa altaica,0,insectivore,0.26
Arvicanthis neumanni,0,herbivore,0.25
Habromys lepturus,0,omnivore,0.93
Sundasciurus lowii,0,herbivore,0.25
Dipodomys californicus,0,herbivore,0.26
Rousettus leschenaultii,0,herbivore,0.24
Melomys bannisteri,0,herbivore,0.74
Melomys paveli,0,herbivore,0.45
Melomys arcium,0,herbivore,0.45
Punomys lemminus,0,herbivore,0.54
Punomys kofordi,0,herbivore,0.54
Maxomys musschenbroekii,0,herbivore,0.27
Niviventer lepturus,0,herbivore,0.26
Ichthyomys stolzmanni,0,insectivore,0.44
Aethomys thomasi,0,herbivore,0.26
Tokudaia osimensis,0,herbivore,0.75
Paramelomys steini,0,herbivore,0.44
Paramelomys naso,0,herbivore,0.26
Tateomys rhinogradoides,0,insectivore,0.44
Dipodomys gravipes,0,herbivore,0.93
Oxymycterus roberti,0,insectivore,0.25
Chlamyphorus truncatus,0,insectivore,0.42
Leptomys elegans,0,omnivore,0.27
Aethomys stannarius,0,herbivore,0.45
Aethomys silindensis,0,herbivore,0.44
Ochotona thibetana,0,herbivore,0.26
Niviventer cameroni,0,herbivore,0.55
Niviventer fraternus,0,herbivore,0.25
Rousettus bidens,0,herbivore,0.51
Mastomys pernanus,0,herbivore,0.45
Euneomys fossor,0,herbivore,0.44
Euneomys petersoni,0,herbivore,0.26
Dasymys rufulus,0,herbivore,0.26
Paramelomys levipes,0,herbivore,0.25
Allactaga balikunica,0,herbivore,0.26
Rousettus amplexicaudatus,0,herbivore,0.24
Meriones zarudnyi,0,herbivore,0.45
Vandeleuria nilagirica,0,herbivore,0.75
Oxymycterus rufus,0,insectivore,0.26
Dasymys montanus,0,herbivore,0.75
Euneomys mordax,0,herbivore,0.26
Mogera uchidai,0,insectivore,0.54
Niviventer fulvescens,0,herbivore,0.26
Mastomys awashensis,0,herbivore,0.26
Dipodomys venustus,0,herbivore,0.26
Thallomys loringi,0,herbivore,0.27
Oxymycterus delator,0,insectivore,0.27
Niviventer culturatus,0,herbivore,0.26
Dyacopterus brooksi,0,herbivore,0.53
Dyacopterus spadiceus,0,herbivore,0.38
Melomys dollmani,0,herbivore,0.25
Thomomys mazama,0,herbivore,0.26
Allactaga bullata,0,herbivore,0.26
Niviventer coninga,0,herbivore,0.26
Paramelomys moncktoni,0,herbivore,0.26
Thomomys monticola,0,herbivore,0.26
Rousettus linduensis,0,herbivore,0.41
Talpa davidiana,0,insectivore,0.44
Dobsonia minor,0,herbivore,0.25
Tarsomys echinatus,0,insectivore,0.53
Nelsonia goldmani,0,herbivore,0.75
Ellobius fuscocapillus,0,herbivore,0.27
Rhipidomys leucodactylus,0,herbivore,0.26
Nelsonia neotomodon,0,herbivore,0.26
Leptomys signatus,0,omnivore,0.26
Aegialomys xanthaeolus,0,herbivore,0.26
Niviventer rapit,0,herbivore,0.27
Rhipidomys macrurus,0,herbivore,0.26
Rhipidomys modicus,0,herbivore,0.26
Rhipidomys emiliae,0,herbivore,0.25
Aethomys chrysophilus,0,herbivore,0.27
Eliurus antsingy,0,herbivore,0.45
Eliurus grandidieri,0,herbivore,0.26
Pseudomys gracilicaudatus,0,herbivore,0.27
Ptenochirus jagori,0,herbivore,0.26
Protochromys fellowsi,0,herbivore,0.26
Juscelinomys huanchacae,0,herbivore,0.44
Cryptomys hottentotus,0,herbivore,0.25
Monodelphis brevicaudata,0,omnivore,0.26
Dicrostonyx torquatus,0,herbivore,0.27
Tympanoctomys barrerae,0,herbivore,0.40
Mustela nivalis,0,carnivore,0.25
Nyctimene malaitensis,0,herbivore,0.23
Eonycteris robusta,0,herbivore,0.39
Epomophorus minimus,0,herbivore,0.25
Lestodelphys halli,0,carnivore,0.25
Chrotopterus auritus,0,omnivore,0.23
Allocebus trichotis,0,herbivore,0.50
Melomys cervinipes,0,herbivore,0.27
Rhipidomys gardneri,0,herbivore,0.26
Chiromyscus chiropus,0,herbivore,0.26
Limnogale mergulus,0,insectivore,0.53
Thallomys paedulcus,0,herbivore,0.26
Mustela subpalmata,0,carnivore,0.22
Cremnomys elvira,0,herbivore,0.93
Mogera insularis,0,insectivore,0.25
Aethomys nyikae,0,herbivore,0.26
Meriones dahli,0,herbivore,0.75
Thomasomys rosalinda,0,herbivore,0.75
Thomasomys eleusis,0,herbivore,0.55
Thomasomys hylophilus,0,herbivore,0.54
Thomasomys pyrrhonotus,0,herbivore,0.54
Thomasomys monochromos,0,herbivore,0.54
Thomasomys gracilis,0,herbivore,0.38
Thomasomys kalinowskii,0,herbivore,0.26
Thomasomys daphne,0,herbivore,0.26
Thomasomys baeops,0,herbivore,0.26
Thomasomys ischyrus,0,herbivore,0.26
Thomasomys silvestris,0,herbivore,0.26
Thomasomys taczanowskii,0,herbivore,0.26
Thomasomys oreas,0,herbivore,0.26
Thomasomys paramorum,0,herbivore,0.26
Thomasomys erro,0,herbivore,0.26
Thomasomys ladewi,0,herbivore,0.26
Thomasomys cinereus,0,herbivore,0.25
Thomasomys incanus,0,herbivore,0.25
Thomasomys cinereiventer,0,herbivore,0.25
Thomasomys notatus,0,herbivore,0.25
Anonymomys mindorensis,0,herbivore,0.44
Thomasomys vestitus,0,herbivore,0.26
Allactaga hotsoni,0,herbivore,0.26
Meriones chengi,0,herbivore,0.26
Thomasomys apeco,0,herbivore,0.54
Thomasomys hudsoni,0,herbivore,0.54
Thomasomys popayanus,0,herbivore,0.44
Thomasomys praetor,0,herbivore,0.39
Thomasomys cinnameus,0,herbivore,0.26
Sundasciurus jentinki,0,herbivore,0.25
Beamys hindei,0,herbivore,0.26
Antechinus godmani,0,insectivore,0.27
Zygodontomys brunneus,0,herbivore,0.27
Euneomys chinchilloides,0,herbivore,0.45
Vandeleuria oleracea,0,herbivore,0.26
Reithrodon auritus,0,herbivore,0.25
Oxymycterus dasytrichus,0,insectivore,0.26
Pelomys hopkinsi,0,herbivore,0.45
Eliurus petteri,0,herbivore,0.75
Thamnomys kempi,0,herbivore,0.54
Prometheomys schaposchnikowi,0,herbivore,0.26
Tarsomys apoensis,0,insectivore,0.26
Sundasciurus tenuis,0,herbivore,0.25
Heteromys oresterus,0,herbivore,0.27
Hipposideros dinops,0,insectivore,0.37
Thomasomys macrotis,0,herbivore,0.54
Thomasomys onkiro,0,herbivore,0.54
Niviventer hinpoon,0,herbivore,0.75
Heteromys desmarestianus,0,herbivore,0.25
Gerbilliscus leucogaster,0,herbivore,0.26
Dipodomys panamintinus,0,herbivore,0.27
Oecomys paricola,0,herbivore,0.45
Oecomys cleberi,0,herbivore,0.44
Oecomys rutilus,0,herbivore,0.27
Oecomys phaeotis,0,herbivore,0.26
Oecomys flavicans,0,herbivore,0.26
Oecomys roberti,0,herbivore,0.26
Oecomys speciosus,0,herbivore,0.26
Oecomys rex,0,herbivore,0.26
Oecomys trinitatis,0,herbivore,0.25
Oecomys superans,0,herbivore,0.25
Arvicanthis abyssinicus,0,herbivore,0.26
Mastomys kollmannspergeri,0,herbivore,0.26
Eonycteris major,0,herbivore,0.43
Thomasomys vulcani,0,herbivore,0.26
Tamiops swinhoei,0,herbivore,0.24
Aethomys bocagei,0,herbivore,0.27
Niviventer cremoriventer,0,herbivore,0.26
Madromys blanfordi,0,herbivore,0.26
Talpa stankovici,0,insectivore,0.26
Talpa caeca,0,insectivore,0.26
Peromyscus grandis,0,omnivore,0.39
Melomys obiensis,0,herbivore,0.26
Chelemys macronyx,0,herbivore,0.26
Ellobius alaicus,0,herbivore,0.44
Stochomys longicaudatus,0,herbivore,0.26
Funambulus sublineatus,0,herbivore,0.52
Auliscomys boliviensis,0,omnivore,0.25
Reithrodon typicus,0,herbivore,0.27
Loxodontomys pikumche,0,omnivore,0.26
Loxodontomys micropus,0,omnivore,0.25
Parantechinus apicalis,0,insectivore,0.75
Meriones hurrianae,0,herbivore,0.26
Pelomys campanae,0,herbivore,0.26
Margaretamys beccarii,0,herbivore,0.45
Paraxerus boehmi,0,herbivore,0.26
Microcebus griseorufus,0,herbivore,0.23
Diplothrix legata,0,herbivore,0.74
Antechinus leo,0,insectivore,0.26
Rattus omichlodes,0,herbivore,0.45
Marmosa phaea,0,insectivore,0.54
Hapalomys longicaudatus,0,herbivore,0.75
Pseudomys fumeus,0,herbivore,0.54
Pseudomys shortridgei,0,herbivore,0.40
Melomys capensis,0,herbivore,0.27
Meriones crassus,0,herbivore,0.26
Lemmus trimucronatus,0,herbivore,0.27
Niviventer langbianis,0,herbivore,0.25
Eliurus myoxinus,0,herbivore,0.26
Andinomys edax,0,herbivore,0.26
Epomophorus labiatus,0,herbivore,0.25
Monodelphis glirina,0,omnivore,0.25
Micropotamogale lamottei,0,insectivore,0.52
Scotonycteris ophiodon,0,herbivore,0.37
Heteromys anomalus,0,herbivore,0.25
Oryzomys couesi,0,herbivore,0.26
Ichthyomys pittieri,0,insectivore,0.40
Vampyriscus nymphaea,0,herbivore,0.24
Microcebus murinus,0,herbivore,0.23
Graphiurus ocularis,0,omnivore,0.27
Ochotona cansus,0,herbivore,0.26
Melomys burtoni,0,herbivore,0.26
Dipodomys stephensi,0,herbivore,0.53
Phyllotis magister,0,herbivore,0.25
Malacomys cansdalei,0,omnivore,0.27
Graomys griseoflavus,0,herbivore,0.25
Lissonycteris angolensis,0,herbivore,0.25
Nyctimene rabori,0,herbivore,0.71
Notopteris neocaledonica,0,herbivore,0.71
Notopteris macdonaldi,0,herbivore,0.50
Microcebus tavaratra,0,herbivore,0.50
Melomys frigicola,0,herbivore,0.26
Oxymycterus nasutus,0,insectivore,0.26
Melomys lutillus,0,herbivore,0.26
Oxymycterus hucucha,0,insectivore,0.74
Oxymycterus angularis,0,insectivore,0.26
Oxymycterus hiska,0,insectivore,0.26
Lemmus lemmus,0,herbivore,0.27
Heteromys nelsoni,0,herbivore,0.74
Delomys collinus,0,herbivore,0.26
Delomys dorsalis,0,herbivore,0.25
Oecomys catherinae,0,herbivore,0.26
Oecomys auyantepui,0,herbivore,0.26
Millardia meltada,0,herbivore,0.26
Eumops dabbenei,0,insectivore,0.22
Rattus vandeuseni,0,herbivore,0.75
Lophuromys luteogaster,0,insectivore,0.25
Megadontomys cryophilus,0,herbivore,0.75
Megadontomys nelsoni,0,herbivore,0.75
Tamiops maritimus,0,herbivore,0.25
Marmosa quichua,0,omnivore,0.26
Calomyscus tsolovi,0,herbivore,0.44
Anotomys leander,0,herbivore,0.75
Ichthyomys hydrobates,0,insectivore,0.26
Peromyscus megalops,0,omnivore,0.26
Thoopterus nigrescens,0,herbivore,0.25
Lamottemys okuensis,0,herbivore,0.74
Rousettus madagascariensis,0,herbivore,0.53
Nesoromys ceramicus,0,herbivore,0.75
Monodelphis palliolata,0,omnivore,0.27
Fukomys darlingi,0,herbivore,0.25
Elephantulus rupestris,0,insectivore,0.26
Mogera imaizumii,0,insectivore,0.26
Glaucomys volans,0,herbivore,0.24
Allactodipus bobrinskii,0,herbivore,0.26
Pseudomys australis,0,herbivore,0.53
Niviventer confucianus,0,herbivore,0.26
Malacomys edwardsi,0,omnivore,0.26
Saccostomus mearnsi,0,herbivore,0.26
Amblysomus robustus,0,insectivore,0.52
