CURRENT_TAXONOMIC_NAME,Ecoregion,meanLat,Realm,TrophicGrp,TrophicGrp,Lmax,meanN
Chromis xanthura,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,15,4.666666667
Dascyllus reticulatus,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,9,2.5
Dascyllus trimaculatus,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,11,2.5
Hemiglyphidodon plagiometopon,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,18,2
Myripristis kochiensis,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,15.4,2.666666667
Myripristis kuntee,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,26,2
Myripristis murdjan,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,60,2
Myripristis violacea,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,35,2
Nemateleotris magnifica,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,9,3
Odonus niger,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,50,2
Pseudanthias squamipinnis,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,15,3.272727273
Ptereleotris evides,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,14,3
Ptereleotris microlepis,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,13,1
Thalassoma amblycephalum,South Kuroshio,26.61568513,Central Indo-Pacific,Planktivore,Planktivore,16,9.692307692
Caesioperca lepidoptera,South New Zealand,-45.35683,Temperate Australasia,Planktivore,Planktivore,30,3.4
Forsterygion maryannae,South New Zealand,-45.35683,Temperate Australasia,Planktivore,Planktivore,5.9,250
Atherinopsis californiensis,Southern California Bight,33.6194615,Temperate Northern Pacific,Planktivore,Planktivore,,1
Aulorhynchus flavidus,Southern California Bight,33.6194615,Temperate Northern Pacific,Planktivore,Planktivore,18,1
Chromis punctipinnis,Southern California Bight,33.6194615,Temperate Northern Pacific,Planktivore,Planktivore,25,45.76404494
Hypsypops rubicundus,Southern California Bight,33.6194615,Temperate Northern Pacific,Planktivore,Planktivore,30,3.618556701
Trachurus symmetricus,Southern California Bight,33.6194615,Temperate Northern Pacific,Planktivore,Planktivore,,8
Abudefduf saxatilis,Southern Caribbean,12.1250826,Tropical Atlantic,Planktivore,Planktivore,22.9,6.722222222
Chromis cyanea,Southern Caribbean,12.1250826,Tropical Atlantic,Planktivore,Planktivore,15,68.13513514
Chromis multilineata,Southern Caribbean,12.1250826,Tropical Atlantic,Planktivore,Planktivore,20,459.9464286
Clepticus parrae,Southern Caribbean,12.1250826,Tropical Atlantic,Planktivore,Planktivore,30,44.77272727
Melichthys niger,Southern Caribbean,12.1250826,Tropical Atlantic,Planktivore,Planktivore,50,2.25
Myripristis jacobus,Southern Caribbean,12.1250826,Tropical Atlantic,Planktivore,Planktivore,25,5.886363636
Paranthias furcifer,Southern Caribbean,12.1250826,Tropical Atlantic,Planktivore,Planktivore,30,2.5
Stygnobrotula latebricola,Southern Caribbean,12.1250826,Tropical Atlantic,Planktivore,Planktivore,7.5,1
Abudefduf bengalensis,Southern China,22.33017123,Central Indo-Pacific,Planktivore,Planktivore,17,2.869565217
Abudefduf sexfasciatus,Southern China,22.33017123,Central Indo-Pacific,Planktivore,Planktivore,16,2
Abudefduf vaigiensis,Southern China,22.33017123,Central Indo-Pacific,Planktivore,Planktivore,20,3
Amphiprion clarkii,Southern China,22.33017123,Central Indo-Pacific,Planktivore,Planktivore,15,1.875
Apogonichthyoides pseudotaeniatus,Southern China,22.33017123,Central Indo-Pacific,Planktivore,Planktivore,14,2
Chromis notata,Southern China,22.33017123,Central Indo-Pacific,Planktivore,Planktivore,17,40.77419355
Dascyllus trimaculatus,Southern China,22.33017123,Central Indo-Pacific,Planktivore,Planktivore,11,4
Heniochus acuminatus,Southern China,22.33017123,Central Indo-Pacific,Planktivore,Planktivore,25,1
Microcanthus strigatus,Southern China,22.33017123,Central Indo-Pacific,Planktivore,Planktivore,16,2
Neopomacentrus bankieri,Southern China,22.33017123,Central Indo-Pacific,Planktivore,Planktivore,8,104.9
Neopomacentrus cyanomos,Southern China,22.33017123,Central Indo-Pacific,Planktivore,Planktivore,10,5.666666667
Parioglossus dotui,Southern China,22.33017123,Central Indo-Pacific,Planktivore,Planktivore,,113.6666667
Abudefduf septemfasciatus,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,23,4
Abudefduf sexfasciatus,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,16,1
Abudefduf sordidus,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,23,1
Acanthurus thompsoni,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,27,10.26
Chromis acares,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,4,178.325
Chromis agilis,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,7.5,43.515625
Chromis bami,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,5.9,147.8421053
Chromis margaritifer,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,9,3
Chromis vanderbilti,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,4.5,101.7916667
Chromis viridis,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,8,50
Chromis xanthura,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,15,6.058823529
Dascyllus flavicaudus,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,12,25
Dascyllus reticulatus,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,9,3
Dascyllus trimaculatus,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,11,1
Hemiramphus depauperatus,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,34.6,20
Hemitaurichthys multispinosus,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,20,5
Hemitaurichthys polylepis,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,18,1.25
Myripristis berndti,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,30,7.137931034
Myripristis kuntee,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,26,8
Myripristis violacea,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,35,2
Nemateleotris magnifica,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,9,3.428571429
Pseudanthias olivaceus,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,8.8,38.925
Pseudanthias pascalus,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,20,23.68965517
Ptereleotris evides,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,14,2
Pterocaesio tile,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,30,25
Thalassoma amblycephalum,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,16,1
Thalassoma quinquevittatum,Southern Cook/Austral Islands,-20.26117294,Eastern Indo-Pacific,Planktivore,Planktivore,17,4.018181818
Abudefduf saxatilis,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,22.9,7.8125
Chromis cyanea,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,15,21.26111111
Chromis insolata,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,16,69.33333333
Chromis multilineata,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,20,8.594594595
Clepticus parrae,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,30,39.32967033
Emblemariopsis signifer,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,3.5,1
Hemiemblemaria simulus,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,10,1
Heteroconger longissimus,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,51,75
Jenkinsia lamprotaenia,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,7.5,1000
Lucayablennius zingaro,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,3.8,1
Melichthys niger,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,50,5.90625
Myripristis jacobus,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,25,2.9
Odontoscion dentex,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,30,1.380952381
Opistognathus aurifrons,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,10,6
Ptereleotris calliura,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,12.5,2
Serranus tortugarum,Southwestern Caribbean,11.83351365,Tropical Atlantic,Planktivore,Planktivore,8,38.01851852
Caesioperca lepidoptera,Three Kings-North Cape,-34.1556807,Temperate Australasia,Planktivore,Planktivore,30,6.137931034
Caprodon longimanus,Three Kings-North Cape,-34.1556807,Temperate Australasia,Planktivore,Planktivore,50,3
Chromis dispilus,Three Kings-North Cape,-34.1556807,Temperate Australasia,Planktivore,Planktivore,21,40.39473684
Decapterus koheru,Three Kings-North Cape,-34.1556807,Temperate Australasia,Planktivore,Planktivore,48,258.7142857
Forsterygion maryannae,Three Kings-North Cape,-34.1556807,Temperate Australasia,Planktivore,Planktivore,5.9,21
Scorpis lineolata,Three Kings-North Cape,-34.1556807,Temperate Australasia,Planktivore,Planktivore,37,5.266666667
Scorpis violacea,Three Kings-North Cape,-34.1556807,Temperate Australasia,Planktivore,Planktivore,34.5,8.416666667
Abudefduf septemfasciatus,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,23,1
Abudefduf sexfasciatus,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,16,6.285714286
Abudefduf sordidus,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,23,1.333333333
Abudefduf troschelii,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,20,3
Acanthurus thompsoni,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,27,1
Amphiprion clarkii,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,15,4.666666667
Atypichthys strigatus,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,25,10
Caesio caerulaurea,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,35,1
Cheilodipterus artus,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,18.7,2
Cheilodipterus isostigmus,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,11,4
Cheilodipterus macrodon,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,25,1
Cheilodipterus quinquelineatus,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,13,1.333333333
Chromis acares,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,4,147.5
Chromis agilis,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,7.5,30.8
Chromis amboinensis,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,9,5
Chromis atripectoralis,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,12,7.318181818
Chromis atripes,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,9,3.75
Chromis chrysura,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,14,26.82608696
Chromis iomelas,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,8,25.79310345
Chromis margaritifer,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,9,23.65
Chromis retrofasciata,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,4,3
Chromis ternatensis,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,10,8.777777778
Chromis vanderbilti,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,4.5,107.875
Chromis viridis,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,8,36.76
Chromis weberi,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,13.5,25
Chromis xanthura,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,15,2.714285714
Dascyllus flavicaudus,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,12,16
Dascyllus reticulatus,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,9,4.866666667
Dascyllus trimaculatus,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,11,6
Hemitaurichthys polylepis,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,18,13.8
Heniochus acuminatus,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,25,1
Kuhlia mugil,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,40,6.5
Myripristis berndti,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,30,2.5
Myripristis earlei,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,24,1
Myripristis hexagona,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,30,1
Myripristis kuntee,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,26,4
Myripristis violacea,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,35,2.2
Nemateleotris magnifica,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,9,5.277777778
Neopomacentrus metallicus,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,6,4
Odonus niger,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,50,24
Pomachromis richardsoni,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,6,73.19047619
Pseudanthias hypselosoma,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,19,2.333333333
Pseudanthias pascalus,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,20,1
Pseudanthias squamipinnis,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,15,4.111111111
Ptereleotris evides,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,14,4.214285714
Ptereleotris heteroptera,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,14,3
Pterocaesio marri,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,35,19
Pterocaesio tile,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,30,18
Pterocaesio trilineata,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,20,8
Thalassoma amblycephalum,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,16,9.739130435
Thalassoma quinquevittatum,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,17,9.255555556
Thalassoma septemfasciatum,Tonga Islands,-19.61988241,Central Indo-Pacific,Planktivore,Planktivore,31,1
Abudefduf bengalensis,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,17,2.977011494
Abudefduf septemfasciatus,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,23,3.5
Abudefduf sexfasciatus,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,16,23.71428571
Abudefduf vaigiensis,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,20,13.84375
Abudefduf whitleyi,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,14,9.777777778
Acanthochromis polyacanthus,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,14,36.83117871
Acanthurus thompsoni,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,27,2.947368421
Aioliops megastigma,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,3,124.7272727
Aioliops novaeguineae,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,,151.9444444
Amphiprion clarkii,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,15,1.810344828
Amphiprion polymnus,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,13,1
Bryaninops loki,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,4.5,1
Bryaninops nexus,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,2.3,15
Caesio caerulaurea,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,35,53.53571429
Caesio cuning,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,60,47.64039409
Caesio lunaris,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,40,13
Caesio teres,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,40,80.72164948
Cheilodipterus artus,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,18.7,10.18461538
Cheilodipterus intermedius,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,20,3
Cheilodipterus isostigmus,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,11,6.571428571
Cheilodipterus macrodon,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,25,2.519230769
Cheilodipterus quinquelineatus,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,13,21.63288288
Chromis alpha,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,8.5,3.4
Chromis amboinensis,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,9,21.56291391
Chromis atripectoralis,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,12,72.18478261
Chromis atripes,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,9,43.87958115
Chromis caudalis,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,7.5,1
Chromis chrysura,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,14,2
Chromis cinerascens,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,13,1
Chromis flavomaculata,Torres Strait Northern Great Barrier Reef,-12.34966397,Central Indo-Pacific,Planktivore,Planktivore,16,1
