"Order","Genus_species","lnMass_g","Recoded_Diet","FAD","LAD","FAD_interval","LAD_interval","sources"
"Carnivora","Speothos pacivorus",9.10497985631836,"carnivore",2.58,0.012,"Pleistocene","Pleistocene","mom"
"Carnivora","Speothos venaticus",8.69951191487285,"carnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Spilogale putorius",5.60018683979543,"omnivore",2.58,0,"Pleistocene","Holocene","lyons, mom"
"Carnivora","Spilogale pygmaea",5.45958976945425,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Spilogale rexroadi",6.282,"omnivore",3.5,3.3,"Pliocene","Pliocene","lyons"
"Carnivora","Sthenictis bellus",9.180406766,"omnivore",20.43,15.97,"Miocene","Miocene","supp"
"Carnivora","Sthenictis dolichops",7.931,"omnivore",15.9,13.2,"Miocene","Miocene","lyons"
"Carnivora","Sthenictis junturensis",7.402,"omnivore",12.5,12.5,"Miocene","Miocene","lyons"
"Carnivora","Sunkahetanka geringensis",9.704,"omnivore",26.25,24.4,"Oligocene","Oligocene","lyons"
"Carnivora","Suricata suricatta",6.58686658574805,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Taxidea taxus",8.20870650950912,"carnivore",3.5,0,"Pliocene","Holocene","lyons, mom"
"Carnivora","Temnocyon altigenis",10.4225,"carnivore",30.75,28.5,"Oligocene","Oligocene","lyons"
"Carnivora","Temnocyon percussor",11.178,"carnivore",21.45,20.85,"Miocene","Miocene","lyons"
"Carnivora","Tephrocyon rurestris",9.751,"omnivore",15.65,14.7,"Miocene","Miocene","lyons"
"Carnivora","Thalassictis certa",9.781381475,"carnivore",11.925,11.925,"Miocene","Miocene","lyons"
"Carnivora","Thalassictis hipparionum",9.868879709,"carnivore",10.4,8.225,"Miocene","Miocene","lyons"
"Carnivora","Thalassictis robusta",9.766414672,"carnivore",10.4,3.96,"Miocene","Pliocene","lyons, lyons"
"Carnivora","Theriodictis platensis",10.2035921449865,"carnivore",2.58,0.011,"Pleistocene","Holocene","mom"
"Carnivora","Theriodictis tarijensis",10.2035921449865,"carnivore",2.58,0.011,"Pleistocene","Holocene","mom"
"Carnivora","Tomarctus brevirostris",10.09162657,"omnivore",19.7,13.75,"Miocene","Miocene","lyons"
"Carnivora","Tomarctus hippophaga",9.9085,"omnivore",17.1,12.95,"Miocene","Miocene","lyons"
"Carnivora","Tremarctos floridanus",11.9183905730784,"herbivore",2.58,0.011,"Pleistocene","Holocene","mom"
"Carnivora","Tremarctos ornatus",11.8494022230098,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Trigonictis cookii",8.588,"omnivore",3.9,1.55,"Pliocene","Pleistocene","lyons"
"Carnivora","Trigonictis macrodon",7.6145,"omnivore",4.5,1.5,"Pliocene","Pleistocene","lyons"
"Carnivora","Trocharion albanense",7.17024998,"omnivore",16.435,10.4,"Miocene","Miocene","lyons"
"Carnivora","Trochictis narcisoi",7.313010255,"omnivore",10.4,10.4,"Miocene","Miocene","lyons"
"Carnivora","Trochotherium cyamoides",8.922517235,"omnivore",13.789,11.925,"Miocene","Miocene","lyons"
"Carnivora","Uintacyon asodes",8.148,"omnivore",53.4875,51.75,"Eocene","Eocene","lyons"
"Carnivora","Uintacyon massetericus",7.57,"omnivore",55.4,53.4875,"Eocene","Eocene","lyons"
"Carnivora","Uintacyon rudis",7.103,"omnivore",57.25,53.3,"Paleocene","Eocene","lyons"
"Carnivora","Urocyon cinereoargenteus",8.48279505381569,"carnivore",2.58,0,"Pleistocene","Holocene","lyons, mom"
"Carnivora","Urocyon cinereoargenteus",8.25159010763139,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Urocyon littoralis",7.54750168281497,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Urocyon progressus",8.938278406,"omnivore",3.5,3.5,"Pliocene","Pliocene","lyons"
"Carnivora","Ursavus brevirhinus",9.58,"omnivore",17.95,10.4,"Miocene","Miocene","lyons"
"Carnivora","Ursavus pawniensis",11.03,"omnivore",17.2,13.1,"Miocene","Miocene","lyons"
"Carnivora","Ursavus primaevus",10.36,"omnivore",16.4,8.225,"Miocene","Miocene","lyons"
"Carnivora","Ursus abstrusus",10.64168191,"omnivore",4.5,3.9,"Pliocene","Pliocene","lyons"
"Carnivora","Ursus americanus",11.0152094483431,"omnivore",2.58,0,"Pleistocene","Holocene","lyons, mom"
"Carnivora","Ursus arctos",12.3086292338553,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Ursus arctos",11.5126978628933,"omnivore",2.58,0,"Pleistocene","Holocene","lyons, mom"
"Carnivora","Ursus deningeri",12.52376032,"omnivore",1.6845,0.4535,"Pleistocene","Pleistocene","lyons"
"Carnivora","Ursus etruscus",11.40700655,"omnivore",3.96,1.3,"Pliocene","Pleistocene","lyons"
"Carnivora","Ursus minimus",10.5964966,"omnivore",4.266,2.894,"Pliocene","Pliocene","lyons"
"Carnivora","Ursus spelaeus",12.61125855,"omnivore",3.094,0.3965,"Pliocene","Pleistocene","lyons"
"Carnivora","Ursus thibetanus",11.2580332153414,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Vassacyon promicrodon",8.134,"omnivore",54.9,53.25,"Eocene","Eocene","lyons"
"Carnivora","Viverra civettina",9.45671697367691,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Viverra leakeyi",8.006088368,"omnivore",9.427,3.094,"Miocene","Pliocene","lyons"
"Carnivora","Viverra megaspila",9.13237883050647,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Viverra tangalunga",9.21034037197618,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Viverra zibetha",9.10497985631836,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Viverricula indica",7.99967857949945,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Vormela peregusna",6.11010191860444,"carnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Vulpavus australis",7.027,"omnivore",55.3,50.9375,"Eocene","Eocene","lyons"
"Carnivora","Vulpavus canavus",7.24,"omnivore",53.9,50.9375,"Eocene","Eocene","lyons"
"Carnivora","Vulpavus hargeri",7.49,"omnivore",49.45,46.45,"Eocene","Eocene","lyons"
"Carnivora","Vulpavus palustris",7.452,"omnivore",50.65,46.45,"Eocene","Eocene","lyons"
"Carnivora","Vulpavus profectus",7.24,"omnivore",47.4,46.45,"Eocene","Eocene","lyons"
"Carnivora","Vulpes alopecoides",9.304746361,"omnivore",3.96,1.6845,"Pliocene","Pleistocene","lyons"
"Carnivora","Vulpes bengalensis",7.91059061225648,"carnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Vulpes cana",6.84252318404452,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Vulpes chama",7.99125968278473,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Vulpes chikushanensis",8.765941449,"omnivore",1.3,1.3,"Pleistocene","Pleistocene","lyons"
"Carnivora","Vulpes corsac",7.78322401633604,"carnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Vulpes ferrilata",8.51719319141624,"carnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Vulpes lagopus",8.74597410291434,"carnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Vulpes lagopus",8.44356576950443,"carnivore",2.58,0,"Pleistocene","Holocene","lyons, mom"
"Carnivora","Vulpes pallida",7.93737933900966,"carnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Vulpes rueppellii",8.0864025829865,"carnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Vulpes rueppellii",7.81600859720981,"carnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Vulpes stenognathus",8.961,"omnivore",11.3,5.8,"Miocene","Miocene","lyons"
"Carnivora","Vulpes velox",8.11778917996552,"carnivore",3.4,0,"Pliocene","Holocene","lyons, mom"
"Carnivora","Vulpes vulpes",8.69951191487285,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Vulpes vulpes",8.66957087183712,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Vulpes vulpes",8.76872356395359,"carnivore",2.58,0,"Pleistocene","Holocene","lyons, mom"
"Carnivora","Vulpes zerda",7.00306545878646,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Vulpes zerda",7.00306545878646,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Carnivora","Xenocyon falconeri",10.16591319,"omnivore",1.6845,1.3,"Pleistocene","Pleistocene","lyons"
"Carnivora","Xenocyon lycaonoides",10.17742611,"omnivore",1.6845,1.3,"Pleistocene","Pleistocene","lyons"
"Carnivora","Xenocyon texanus",11.413,"omnivore",0.6,0.6,"Pleistocene","Pleistocene","lyons"
"Carnivora","Xenosmilus hodsonae",11.68101418,"carnivore",2.588,0.3,"Pleistocene","Pleistocene","supp"
"Carnivora","Ysengrinia americana",11.9800865,"carnivore",21.6,20.2,"Miocene","Miocene","lyons"
"Carnivora","Ysengrinia depereti",11.34023158,"carnivore",16.435,16.435,"Miocene","Miocene","lyons"
"Carnivora","Ysengrinia gerandiana",11.45536084,"carnivore",21.2,21.2,"Miocene","Miocene","lyons"
"Carnivora","Zodiolestes freundi",10.34666619,"omnivore",21.7,21.7,"Miocene","Miocene","lyons"
"Carnivora, Lagomorpha","Genetta victoriae",7.73686781728165,"carnivore",2.58,0,"Pleistocene","Holocene","mom, mom"
"Cetacea","Pakicetus attocki",10.29890232,"carnivore",52.2,41.25,"Eocene","Eocene","lyons"
"Cimolesta","Aaptoryctes ivyi",4.835,"invertivore",58.2,57.7,"Paleocene","Paleocene","lyons"
"Cimolesta","Acmeodon secans",5.202,"invertivore",61.7,60.4,"Paleocene","Paleocene","lyons"
"Cimolesta","Ambilestes cerberoides",4.839287228,"invertivore",70.6,63.3,"Late Cretaceous","Paleocene","supp"
"Cimolesta","Aphronorus fraudator",5.169,"invertivore",60.8,59,"Paleocene","Paleocene","lyons"
"Cimolesta","Aphronorus orieli",6.288,"invertivore",60.55,59.25,"Paleocene","Paleocene","lyons"
"Cimolesta","Aphronorus ratatoski",5.671,"invertivore",60.7,60.7,"Paleocene","Paleocene","lyons"
"Cimolesta","Aphronorus simpsoni",5.173,"invertivore",61.75,61.75,"Paleocene","Paleocene","lyons"
"Cimolesta","Avunculus didelphodonti",4.101,"invertivore",60.8,60.7,"Paleocene","Paleocene","lyons"
"Cimolesta","Barylambda faberi",13.118,"herbivore",58.1,55.65,"Paleocene","Eocene","lyons"
"Cimolesta","Batodon tenuis",1.684782609,"invertivore",70.6,66,"Late Cretaceous","Late Cretaceous","supp"
"Cimolesta","Bessoecetor septentrionalis",4.602823448,"carnivore",60.95,58.1,"Paleocene","Paleocene","lyons"
"Cimolesta","Bisonalveus browni",4.526,"invertivore",60.4,59.85,"Paleocene","Paleocene","lyons"
"Cimolesta","Bisonalveus holtzmani",5.477,"invertivore",58.7,58.3,"Paleocene","Paleocene","lyons"
"Cimolesta","Caenolambda jepseni",11.57780357,"herbivore",59.7,56.05,"Paleocene","Paleocene","lyons, lyons"
"Cimolesta","Caenolambda pattersoni",11.9733541,"herbivore",59.85,59.4,"Paleocene","Paleocene","lyons"
"Cimolesta","Cimolestes incisus",5.467,"invertivore",68.5,63.4,"Late Cretaceous","Paleocene","lyons"
"Cimolesta","Coriphagus encinensis",6.081,"invertivore",61.5,60.9,"Paleocene","Paleocene","lyons"
"Cimolesta","Coriphagus montanus",5.345,"invertivore",60.8,60.7,"Paleocene","Paleocene","lyons"
"Cimolesta","Coryphodon armatus",13.07,"herbivore",54.45,51.75,"Eocene","Eocene","lyons"
"Cimolesta","Coryphodon eocaenus",12.881,"herbivore",55.8,53.8,"Eocene","Eocene","lyons"
"Cimolesta","Coryphodon lobatus",13.5949178,"herbivore",54.2,52.5,"Eocene","Eocene","lyons"
"Cimolesta","Coryphodon proterus",13.609,"herbivore",56.1,56.1,"Paleocene","Paleocene","lyons"
"Cimolesta","Coryphodon radians",13.385,"herbivore",54.7,52.5,"Eocene","Eocene","lyons"
"Cimolesta","Cyriacotherium argyreum",8.34025345,"herbivore",58.25,58,"Paleocene","Paleocene","lyons"
"Cimolesta","Eoryctes melanus",4.003,"invertivore",55,55,"Eocene","Eocene","lyons"
"Cimolesta","Gelastops joni",5.218,"invertivore",61.6,60.95,"Paleocene","Paleocene","lyons"
"Cimolesta","Gelastops parcus",4.964,"invertivore",60.9,58.7835,"Paleocene","Paleocene","lyons"
"Cimolesta","Leptolambda churchilli",12.718,"herbivore",57.8,57.8,"Paleocene","Paleocene","lyons"
"Cimolesta","Leptonysson basiliscus",5.024856237,"carnivore",60.8,60.8,"Paleocene","Paleocene","lyons"
"Cimolesta","Maelestes gobiensis",3.216092497,"invertivore",83.5,70.6,"Late Cretaceous","Late Cretaceous","supp"
"Cimolesta","Palaeoryctes cruoris",4.122,"invertivore",58.35,58.35,"Paleocene","Paleocene","lyons"
"Cimolesta","Palaeoryctes puercensis",2.854,"invertivore",61.45,60.95,"Paleocene","Paleocene","lyons"
"Cimolesta","Palaeoryctes punctatus",3.870168745,"invertivore",60.4,55.95,"Paleocene","Eocene","lyons"
"Cimolesta","Palaeosinopa didelphoides",7.049,"carnivore",59.4,50.9375,"Paleocene","Eocene","lyons"
"Cimolesta","Palaeosinopa incerta",6.723,"carnivore",55.7,53.1,"Eocene","Eocene","lyons"
"Cimolesta","Palaeosinopa lutreola",5.792,"carnivore",55.3,52.4,"Eocene","Eocene","lyons"
"Cimolesta","Palaeosinopa veterrima",8.03,"carnivore",54.9,50.9375,"Eocene","Eocene","lyons"
"Cimolesta","Paleotomus junior",4.625746356,"invertivore",60.7165,60.4,"Paleocene","Paleocene","lyons"
"Cimolesta","Paleotomus radagasti",6.065777431,"invertivore",58.3,58.2,"Paleocene","Paleocene","lyons"
"Cimolesta","Paleotomus senior",7.296578017,"invertivore",60.4,58.7,"Paleocene","Paleocene","lyons"
"Cimolesta","Pantolambda cavirictus",10.62518431,"herbivore",61.7,60.5,"Paleocene","Paleocene","lyons"
"Cimolesta","Pantolambda intermedius",10.938,"herbivore",61.5,60.8,"Paleocene","Paleocene","lyons"
"Cimolesta","Pantolestes longieundus",7.091,"carnivore",51.9,47.7,"Eocene","Eocene","lyons"
"Cimolesta","Pantolestes natans",9.093625872,"carnivore",47.7,45.15,"Eocene","Eocene","lyons"
"Cimolesta","Pararyctes pattersoni",2.887,"invertivore",60.4,58.7,"Paleocene","Paleocene","lyons"
"Cimolesta","Procerberus formicarum",4.594,"omnivore",65.2,64.05,"Paleocene","Paleocene","lyons"
"Cimolesta","Scollardius propalaeoryctes",3.949997212,"invertivore",70.6,66,"Late Cretaceous","Late Cretaceous","supp"
"Cimolesta","Titanoides gidleyi",12.38,"herbivore",59.7,58.2165,"Paleocene","Paleocene","lyons"
"Cimolesta","Titanoides looki",12.063,"herbivore",58.1,58.1,"Paleocene","Paleocene","lyons"
"Cimolesta","Titanoides nanus",11.69,"herbivore",56.1,56.1,"Paleocene","Paleocene","lyons"
"Cimolesta","Titanoides primaevus",12.846,"herbivore",58.7,57.85,"Paleocene","Paleocene","lyons"
"Cimolodonta","Cedaromys hutchisoni",3.496507561,"herbivore",81.35,81.35,"Late Cretaceous","Late Cretaceous","lyons"
"Cingulata","Cabassous centralis",8.24537291949763,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Cabassous centralis",8.24537291949763,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Cabassous chacoensis",7.30654012373366,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Cabassous tatouay",8.58484305480473,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Cabassous unicinctus",8.47636828022506,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Calyptophractus retusus",4.8675267581183,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Chaetophractus vellerosus",6.93732087731709,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Chaetophractus villosus",8.393894975,"invertivore",3.6,0,"Pliocene","Holocene","supp"
"Cingulata","Chaetophractus villosus",8.42069176235618,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Chlamydotherium humboldtii",12.0725412529057,"herbivore",2.58,0.012,"Pleistocene","Pleistocene","mom"
"Cingulata","Chlamyphorus truncatus",3.79098467705109,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Chorobates recens",13.16092343,"invertivore",6.8,2.588,"Miocene","Pliocene","supp"
"Cingulata","Dasypus bellus",9.56029277,"omnivore",3.65,0.063,"Pliocene","Pleistocene","lyons"
"Cingulata","Dasypus hybridus",7.31321772042008,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Dasypus kappleri",9.15904707758863,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Dasypus novemcinctus",8.3437393995143,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Dasypus novemcinctus",8.3437393995143,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Dasypus pilosus",8.39953109844599,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Dasypus sabanicola",7.04752243873499,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Dasypus septemcinctus",7.33083238140707,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Doedicurus clavicaudatus",14.1994114881566,"herbivore",2.58,0.01,"Pleistocene","Holocene","mom"
"Cingulata","Doellotatus inornatus",7.682885159,"invertivore",10,3.6,"Miocene","Pliocene","supp"
"Cingulata","Euphractus sexcinctus",8.47279940898271,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Eutatus seguini",10.81777628,"invertivore",9,0.0117,"Miocene","Pleistocene","supp"
"Cingulata","Eutatus seguini",11.8803425054409,"herbivore",2.58,0.011,"Pleistocene","Holocene","mom"
"Cingulata","Glyptodon clavipes",14.5086577385242,"herbivore",2.58,0.01,"Pleistocene","Holocene","mom"
"Cingulata","Glyptotherium floridanum",13.9108207377686,"herbivore",2.58,0.012,"Pleistocene","Pleistocene","mom"
"Cingulata","Macroeuphractus outesi",8.0447859,"invertivore",4,3,"Pliocene","Pliocene","supp"
"Cingulata","Macroeuphractus retusus",7.772068562,"invertivore",9,3,"Miocene","Pliocene","supp"
"Cingulata","Pachyarmatherium leiseyi",9.643420647,"omnivore",2.3,1.55,"Pleistocene","Pleistocene","lyons"
"Cingulata","Pampatherium humboldtii",11.9183905730784,"invertivore",2.58,0.012,"Pleistocene","Pleistocene","mom"
"Cingulata","Pampatherium typum",12.2060726455302,"invertivore",2.58,0.011,"Pleistocene","Holocene","mom"
"Cingulata","Panochthus tuberculatus",13.8747224175961,"herbivore",2.58,0.015,"Pleistocene","Pleistocene","mom"
"Cingulata","Plaxhaplous canaliculatus",14.0778748224318,"herbivore",2.58,0.015,"Pleistocene","Pleistocene","mom"
"Cingulata","Priodontes maximus",10.722378927795,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Propraopus sulcatus",13.75717445,"invertivore",3.6,0,"Pliocene","Holocene","supp"
"Cingulata","Ringueletia simpsoni",8.536639245,"invertivore",9,0.012,"Miocene","Pleistocene","supp"
"Cingulata","Sclerocalyptus migoyanus",12.5425448821514,"herbivore",2.58,0.01,"Pleistocene","Holocene","mom"
"Cingulata","Tolypeutes matacus",7.09007433577297,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Tolypeutes tricinctus",7.30451392897325,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Cingulata","Zaedyus pichiy",6.884486652,"invertivore",10,0,"Miocene","Holocene","supp"
"Cingulata","Zaedyus pichiy",7.22984095206193,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Condylarthra","Ellipsodon sternbergi",8.001819308,"omnivore",61.75,61.75,"Paleocene","Paleocene","lyons"
"Condylarthra","Hyopsodus fastigatus",7.054,"omnivore",42.45,42.45,"Eocene","Eocene","lyons"
"Condylarthra","Hyopsodus lepidus",6.11,"omnivore",50,46.3,"Eocene","Eocene","lyons"
"Condylarthra","Hyopsodus loomisi",5.942,"omnivore",55.7,53.1,"Eocene","Eocene","lyons"
"Condylarthra","Hyopsodus lysitensis",6.422,"omnivore",55.65,52.3,"Eocene","Eocene","lyons"
"Condylarthra","Hyopsodus mentalis",6.898,"omnivore",52.85,52.2,"Eocene","Eocene","lyons"
"Condylarthra","Hyopsodus minor",5.491,"omnivore",53.8,52.3,"Eocene","Eocene","lyons"
"Condylarthra","Hyopsodus minusculus",5.722,"omnivore",52.1,47.4,"Eocene","Eocene","lyons"
"Condylarthra","Hyopsodus paulus",6.528,"omnivore",52.1,43,"Eocene","Eocene","lyons"
"Condylarthra","Hyopsodus pauxillus",5.207,"omnivore",55.2,53.4,"Eocene","Eocene","lyons"
"Condylarthra","Hyopsodus powellianus",7.321,"omnivore",55.65,51.8,"Eocene","Eocene","lyons"
"Condylarthra","Hyopsodus simplex",6.226,"omnivore",55.7,53.3,"Eocene","Eocene","lyons"
"Condylarthra","Hyopsodus tonksi",6.142,"omnivore",50.25,48.95,"Eocene","Eocene","lyons"
"Condylarthra","Hyopsodus uintensis",6.806,"omnivore",49.25,41.55,"Eocene","Eocene","lyons"
"Condylarthra","Hyopsodus walcottianus",7.99,"omnivore",52.3,50.9375,"Eocene","Eocene","lyons"
"Condylarthra","Hyopsodus wortmani",6.31,"omnivore",53.7,50.9375,"Eocene","Eocene","lyons"
"Condylarthra","Litaletes disjunctus",6.545,"omnivore",61.05,60.55,"Paleocene","Paleocene","lyons"
"Condylarthra","Litaletes ondolinde",7.716666667,"omnivore",60.9,60.9,"Paleocene","Paleocene","lyons"
"Condylarthra","Mioclaenus opisthacus",7.444,"omnivore",61.5,59.7,"Paleocene","Paleocene","lyons"
"Condylarthra","Mioclaenus turgidus",8.392,"omnivore",61.75,61.2,"Paleocene","Paleocene","lyons"
"Condylarthra","Promioclaenus acolytus",5.971,"omnivore",61.6,58.7835,"Paleocene","Paleocene","lyons"
"Condylarthra","Promioclaenus lemuroides",6.601,"omnivore",61.8,60.55,"Paleocene","Paleocene","lyons"
